0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0.313769857,0.778216551,0.631456003,0.859665314,-0.084782237,0.899983202,-0.145881968,0.032910079,0.779958705,-0.22652821,-0.028044759,0.782694607,-0.28078915,-0.014143278,0.775698114,-0.260328391,0.041435611,0.738490097,-0.821558561,0.996932719,0.992236879,0.997186294
0.302904893,0.777428625,0.632267982,0.85929519,-0.11365324,0.8616612,-0.144510238,0.032877907,0.75737648,-0.215738261,0.008741724,0.7657652,-0.255935039,0.016782103,0.760859621,-0.229125082,0.05789621,0.719755507,-0.763684049,0.999697681,0.992038921,0.998059072
0.321473272,0.776659524,0.633627936,0.858616295,-0.135923235,0.863068475,-0.163223111,0.080048944,0.740733983,-0.228412854,0.046011456,0.749430478,-0.258504168,0.050411449,0.753212945,-0.225885486,0.086902682,0.714434253,-0.794587588,0.998926363,0.992402179,0.998030292
0.294710751,0.778770606,0.632273359,0.859548744,-0.096976816,0.845918898,-0.171606261,0.00902735,0.767802922,-0.235198112,-0.012237962,0.747571468,-0.270186052,0.003247074,0.735759978,-0.240641065,0.047561612,0.680963241,-0.793595857,0.996617416,0.994160331,0.999003324
0.307118162,0.77754133,0.632749663,0.859065795,-0.136695007,0.870686022,-0.171346673,0.054250458,0.741000413,-0.241850167,0.019642472,0.767200818,-0.274408841,0.027696238,0.761111277,-0.241771723,0.072882008,0.721139875,-0.779535211,0.998864303,0.991624413,0.997825535
0.32304763,0.777053511,0.631117447,0.8595257,-0.070775918,0.894872211,-0.14481582,0.033656689,0.784123661,-0.23289257,-0.006932014,0.757139406,-0.278000057,-0.001112758,0.752037423,-0.244123388,0.020134556,0.718732412,-0.842640877,0.993031378,0.994173416,0.998347021
0.276290392,0.778254167,0.634385681,0.858845562,-0.148394162,0.831860418,-0.172609285,0.121094787,0.772069022,-0.224853942,0.099008237,0.766009356,-0.263182895,0.11706586,0.760572723,-0.237527792,0.150596557,0.72794463,-0.682979167,0.999702263,0.991294673,0.997911532
0.274166715,0.778945169,0.628195131,0.860481801,-0.167717536,0.785390573,-0.265337002,-0.029603039,0.79346605,-0.259839005,-0.045118825,0.781420304,-0.282984244,-0.000831518,0.76535121,-0.251916887,0.056026427,0.688973713,-0.696161576,0.991171714,0.989610211,0.998564691
0.286563509,0.778613751,0.63317428,0.858836762,-0.112320886,0.828453031,-0.189940657,0.052063287,0.775532035,-0.253456331,0.045934792,0.737925795,-0.285057316,0.057675754,0.731483711,-0.241242931,0.089224444,0.687969258,-0.753397969,0.996640193,0.993384034,0.99882501
0.234279746,0.781011103,0.631268932,0.859933852,-0.212183834,0.717508726,-0.181983077,-0.014619173,0.817626576,-0.184452355,-0.008125549,0.80558661,-0.229317848,0.035008429,0.803309406,-0.204520698,0.114753257,0.715975572,-0.417391628,0.999879341,0.985062414,0.99550501
0.314439241,0.778125339,0.63249771,0.859435381,-0.102320248,0.854228032,-0.181436417,0.038426532,0.797281947,-0.241735772,0.002994391,0.718670629,-0.263082813,0.00805549,0.710058638,-0.22195774,0.017716906,0.678528086,-0.831289733,0.983798602,0.995538838,0.999052072
0.243057382,0.780776102,0.630750263,0.859445959,-0.19860219,0.747172401,-0.193668661,-0.006895679,0.809166854,-0.212424528,0.009016475,0.792364196,-0.260140997,0.051085903,0.782225026,-0.225470892,0.12125678,0.693509158,-0.502562048,0.999905603,0.988438914,0.995594129
0.304816917,0.776716356,0.632057882,0.858822637,-0.065766064,0.902268779,-0.091224122,0.085602634,0.788698345,-0.209651065,0.009777056,0.78058631,-0.277689623,0.015943002,0.768103558,-0.246818056,0.043825078,0.735095616,-0.811200188,0.98953799,0.992193318,0.998045199
0.309811857,0.776647475,0.631742483,0.858905629,-0.069988461,0.905407822,-0.084362266,0.089483363,0.786958242,-0.214335981,-0.000385932,0.771387832,-0.279670537,0.002339665,0.76066003,-0.247678179,0.024797552,0.724972368,-0.813658723,0.982890499,0.992525781,0.99848241
0.309675273,0.776506959,0.631835885,0.85871372,-0.077147757,0.903636193,-0.081870058,0.104880656,0.784245954,-0.207479541,0.014120047,0.776576767,-0.276353081,0.01591514,0.767119014,-0.244608291,0.043417498,0.730345989,-0.80302491,0.985837962,0.992026912,0.998365162
0.256044721,0.779817342,0.633476656,0.859398379,-0.168709723,0.825230661,-0.183242315,0.085540957,0.760060391,-0.230024793,0.058946664,0.783445639,-0.270307482,0.071473439,0.765369073,-0.250820176,0.144901149,0.701189708,-0.668893982,0.999901711,0.989555588,0.998220275
0.295484227,0.777973211,0.63257515,0.859300374,-0.131882342,0.832361283,-0.180320815,0.026725486,0.755079015,-0.256497631,0.024952484,0.746738611,-0.287287038,0.026842525,0.747560724,-0.245142273,0.060575877,0.697466904,-0.744828757,0.997027886,0.991552095,0.998898644
0.286207717,0.778256955,0.633877963,0.858758164,-0.143782166,0.85516018,-0.185676519,0.065440085,0.772334281,-0.258905487,0.056402448,0.770106804,-0.285202733,0.062024089,0.763425478,-0.242222682,0.11411159,0.716259644,-0.713111006,0.999833516,0.989484068,0.997806172
0.321020668,0.776584423,0.63235559,0.858569815,-0.097166812,0.893943734,-0.161384118,0.06791287,0.747205073,-0.252373339,0.032331402,0.774432929,-0.295737474,0.041883172,0.763742953,-0.253248623,0.088726948,0.729216163,-0.81087063,0.999704509,0.990438895,0.997055781
0.284464987,0.778902771,0.632525787,0.859810294,-0.130256205,0.808975917,-0.186345623,0.033119342,0.739954124,-0.255690573,0.015122688,0.748945883,-0.286318776,0.017901868,0.751086675,-0.25070544,0.066179434,0.689839198,-0.736049708,0.996852625,0.99176063,0.998995884
0.295321437,0.778474208,0.632186174,0.859610245,-0.139825596,0.821439972,-0.179882901,0.024141701,0.730006029,-0.258935279,0.011049698,0.742755163,-0.291489568,0.01163675,0.748709567,-0.251294066,0.055963005,0.687636764,-0.736588867,0.995922999,0.990998065,0.998810799
0.262234711,0.778935732,0.631610981,0.860342417,-0.069613532,0.89216012,-0.068725655,0.04708896,0.801532253,-0.184213937,-0.053282688,0.786766368,-0.260693296,-0.050820262,0.778293019,-0.251450699,-0.006573048,0.736848064,-0.780712528,0.978859913,0.992090555,0.997829427
0.325517866,0.776101465,0.632213876,0.858207359,-0.096413204,0.888109801,-0.121673744,0.106427148,0.74495107,-0.220766663,0.039730557,0.77062553,-0.275867488,0.047505593,0.761731163,-0.243656462,0.086431663,0.723554371,-0.808805756,0.998030657,0.991345217,0.997889175
0.277592176,0.778531142,0.631440452,0.860040908,-0.075715501,0.894051956,-0.076046084,0.063524845,0.788874457,-0.200959538,-0.048362103,0.782586615,-0.274763205,-0.042598582,0.771375366,-0.257581202,-0.000725666,0.725779443,-0.789383643,0.978747523,0.992250027,0.998375279
0.28004318,0.777877998,0.63175314,0.859689237,-0.075896292,0.896156687,-0.070462306,0.085620858,0.792841805,-0.191666738,-0.017041058,0.783938038,-0.265669276,-0.017601698,0.777387898,-0.247348791,0.018833219,0.739664385,-0.781676849,0.981463936,0.991412555,0.997895735
0.313080365,0.777055226,0.633558332,0.859258684,-0.242261962,0.796186753,-0.233461738,0.08030522,0.764034689,-0.26908084,0.038491866,0.836313003,-0.297459474,0.061366604,0.801596287,-0.259170798,0.133873965,0.787746493,-0.665226289,0.987739333,0.986760239,0.988231845
0.267443119,0.778392534,0.631941235,0.860023887,-0.059200149,0.899248242,-0.07837317,0.072550607,0.806994395,-0.197905341,-0.024523164,0.800110383,-0.276022274,-0.020308578,0.788617109,-0.258960834,0.021067405,0.755425122,-0.781795586,0.983647271,0.991423534,0.997367866
0.292641838,0.778162437,0.633174642,0.859178655,-0.121971302,0.830892379,-0.192708353,0.043572395,0.763056463,-0.261554081,0.041262,0.750815455,-0.286792721,0.044258599,0.750722892,-0.241828532,0.080836814,0.700222316,-0.755127843,0.99799534,0.991661284,0.998598583
0.254040257,0.778927231,0.631656942,0.860419782,-0.056759997,0.904917425,-0.064951705,0.077498708,0.797191789,-0.19861422,-0.034720954,0.788360054,-0.278437736,-0.040466272,0.78464767,-0.265585018,0.003331573,0.748277845,-0.792820265,0.975106218,0.991448227,0.997171406
0.305970733,0.776847641,0.633240494,0.858359906,-0.136408159,0.875067145,-0.166170251,0.103353661,0.762301394,-0.252482562,0.074879588,0.789324829,-0.299462218,0.091089548,0.777017681,-0.263538576,0.142248412,0.741101555,-0.743597316,0.999941138,0.988945012,0.997077855
0.279482451,0.778525087,0.631493439,0.859563414,-0.100936677,0.881772299,-0.129554588,0.066328016,0.783446295,-0.228216349,-0.008465,0.791737992,-0.290477338,-0.001767175,0.783242056,-0.259698317,0.049006375,0.74421246,-0.747279995,0.994792673,0.989711814,0.997206323
0.327767627,0.776048158,0.632425181,0.858317554,-0.117196011,0.887402628,-0.101216353,0.114072921,0.751834197,-0.189941489,0.034272985,0.773896576,-0.248575764,0.040138041,0.771011289,-0.227361339,0.075995523,0.735247247,-0.790681098,0.997413305,0.991151359,0.997778803
0.23784776,0.780283593,0.634689548,0.860575918,-0.136927968,0.841398776,-0.147843205,0.009492596,0.786500287,-0.203546368,-0.019333569,0.760657861,-0.259945942,0.004263461,0.777598285,-0.231675612,0.03538684,0.732616504,-0.702026239,0.994812937,0.991088914,0.997630041
0.325921769,0.776441717,0.633607955,0.857948282,-0.143210326,0.868338487,-0.163822211,0.104337759,0.702710961,-0.239738443,0.075796901,0.756787472,-0.274540562,0.080706726,0.757553764,-0.23559636,0.12443027,0.728130453,-0.777850161,0.998433418,0.990386145,0.996387198
0.309434709,0.778630218,0.632403656,0.858994161,-0.136353241,0.837252594,-0.178602237,0.011627018,0.776321432,-0.23560796,0.007195989,0.73942503,-0.267937213,0.019628248,0.738311409,-0.235061861,0.064239501,0.693598421,-0.760402895,0.99706447,0.992982397,0.997561418
0.2792065,0.778697932,0.630716433,0.860700464,-0.105912581,0.871973086,-0.127567539,0.023539254,0.764964243,-0.203578572,-0.071717905,0.772876506,-0.262529352,-0.073822068,0.775716358,-0.259210362,-0.02142063,0.7284654,-0.770010337,0.989920045,0.991736142,0.997759133
0.303374736,0.777897989,0.633037999,0.859107206,-0.157912881,0.826654739,-0.193931309,0.057363261,0.745683736,-0.250321895,0.03994851,0.740700942,-0.273225816,0.041510674,0.748230611,-0.234462714,0.084086355,0.7019583,-0.745043509,0.99717388,0.991940824,0.99793662
0.301239774,0.778022492,0.631908337,0.859284444,-0.133538938,0.863874055,-0.169625219,0.048606673,0.741056646,-0.236862892,0.008275344,0.773501379,-0.280102426,0.018896829,0.768960777,-0.253087838,0.070001384,0.734914994,-0.750964867,0.999056818,0.990084824,0.996929312
0.294797899,0.778019513,0.63221812,0.858844188,-0.181383533,0.773599641,-0.220793178,0.032979206,0.794579925,-0.239347063,0.032543494,0.761723016,-0.250625231,0.049729878,0.770148155,-0.192738772,0.093583075,0.689334194,-0.685289493,0.995124193,0.987978115,0.997629123
0.259637343,0.778766871,0.632596139,0.860123164,-0.068473811,0.899380859,-0.074585954,0.096402499,0.769741302,-0.183403037,-0.003439098,0.794258191,-0.266718554,-0.005216984,0.792325244,-0.260529126,0.057006016,0.762796371,-0.774478638,0.992852531,0.990392193,0.995050089
0.300257953,0.777462069,0.631900366,0.859077272,-0.115284612,0.883186187,-0.137713377,0.068653153,0.752778185,-0.222123729,0.008617835,0.786865995,-0.275781289,0.012919653,0.785703156,-0.249419944,0.065845729,0.751103099,-0.753672588,0.999647439,0.988850531,0.996610246
0.317563112,0.776574893,0.633912338,0.857556144,-0.144971388,0.860275778,-0.167609611,0.085070813,0.73731881,-0.241468142,0.07891531,0.75731695,-0.273599002,0.084799698,0.7554802,-0.231883847,0.12603271,0.726513233,-0.760587118,0.999301324,0.99106759,0.99620967
0.30915535,0.777918069,0.632365595,0.858862222,-0.12637421,0.882122642,-0.175469303,0.028244402,0.77496438,-0.244966357,0.01299238,0.780439085,-0.27689229,0.016912658,0.777759974,-0.238885859,0.069712874,0.744362279,-0.762150354,0.999955116,0.989457151,0.995836822
0.320420166,0.777052691,0.632744565,0.858391134,-0.123271972,0.879773971,-0.152886435,0.091415841,0.71439125,-0.228571577,0.041262591,0.771336083,-0.270059899,0.046273012,0.766023239,-0.238466486,0.095173985,0.732418108,-0.789310939,0.999391107,0.990121602,0.9966861
0.273980152,0.778493244,0.631866196,0.859118508,-0.183553977,0.763187576,-0.215252998,0.037285602,0.799486726,-0.227092831,0.041135455,0.767380419,-0.247372234,0.066165364,0.769929062,-0.197767109,0.1135826,0.691977083,-0.627339543,0.997075403,0.988133439,0.996729128
0.220271443,0.781171416,0.632014515,0.860002238,-0.236158955,0.654938894,-0.212763056,-0.00809557,0.819468066,-0.209435042,0.005706434,0.809185965,-0.248532812,0.05224882,0.802825678,-0.219352543,0.130434011,0.737051757,-0.344404252,0.999699633,0.984462832,0.993953662
0.288394778,0.77903815,0.634430455,0.85946773,-0.119570011,0.863384092,-0.183376593,0.018809148,0.790042639,-0.246703451,0.000226509,0.768610786,-0.299700792,0.035493447,0.767852081,-0.257036248,0.057557803,0.725026466,-0.79759465,0.995399893,0.992939295,0.998500361
0.293900369,0.778221385,0.632275413,0.859687944,-0.166448584,0.811796388,-0.185008513,0.029233832,0.752919455,-0.23801436,0.021371414,0.768440623,-0.26235804,0.022929136,0.772011855,-0.234344766,0.079423215,0.722690618,-0.709735405,0.997792463,0.990501933,0.997630289
0.265264158,0.77844262,0.630927752,0.860751819,-0.096704164,0.864017897,-0.126652999,0.042636642,0.765866934,-0.206918785,-0.04884367,0.782523258,-0.265268357,-0.052010184,0.78713026,-0.257189262,0.004804997,0.751707386,-0.75059867,0.992676525,0.990369306,0.996409625
0.265270139,0.778374138,0.630878602,0.86068682,-0.096851745,0.864832928,-0.116103877,0.045847208,0.771833354,-0.200942868,-0.048580847,0.785685505,-0.263963255,-0.049590042,0.787044356,-0.256359075,0.003290944,0.75052112,-0.747296767,0.991057091,0.990472087,0.996897612
0.279314745,0.778410044,0.63194529,0.859030906,-0.189760442,0.758498783,-0.231177756,0.032691507,0.797424809,-0.248985593,0.035866109,0.766210221,-0.25967534,0.059339718,0.774420208,-0.194944822,0.102935602,0.693584753,-0.645077457,0.994480202,0.986339208,0.99679733
0.280430973,0.778143324,0.631293713,0.860143719,-0.106056114,0.869920043,-0.128916189,0.063561588,0.76606775,-0.216030492,-0.023029058,0.780192856,-0.270020572,-0.025828168,0.781223809,-0.251528441,0.026208735,0.744253658,-0.750093568,0.994183925,0.990076893,0.996976605
0.288343585,0.778724459,0.633012863,0.859551021,-0.143313372,0.865045736,-0.175198457,0.045068877,0.763836744,-0.236327322,0.006877183,0.781093016,-0.27665802,0.008777387,0.783316586,-0.248237185,0.080370907,0.745871348,-0.711402589,0.999994353,0.987690483,0.995215163
0.276030033,0.77905643,0.631366516,0.860235897,-0.059011788,0.902247928,-0.08170048,0.044554804,0.783779367,-0.187953744,-0.047801523,0.806089945,-0.279308271,-0.040629463,0.806504735,-0.275463153,0.033266317,0.772896514,-0.806880208,0.99322117,0.991433099,0.994584494
0.231682661,0.781803886,0.631147726,0.860855505,-0.08715384,0.864271993,-0.115846587,0.032606465,0.791892003,-0.189593675,-0.04828749,0.793881936,-0.271019103,-0.022465656,0.799234461,-0.258044673,0.020790455,0.73477912,-0.744332592,0.992433652,0.990121917,0.99775637
0.301098383,0.779263184,0.631194035,0.860043115,-0.117929475,0.85407035,-0.175655998,-0.037869756,0.80326271,-0.199755236,-0.061115362,0.756374738,-0.23728147,-0.050199031,0.758952429,-0.227668514,-0.000960754,0.715862074,-0.789874859,0.994583888,0.992502267,0.996965853
0.279164949,0.779695556,0.632729954,0.859578812,-0.15554859,0.829525343,-0.153499396,0.00844148,0.785073915,-0.196325656,-0.017883361,0.789572335,-0.236235677,-0.001034316,0.777125111,-0.221376911,0.074604582,0.728631822,-0.678924446,0.999918178,0.989655978,0.996519854
0.295603966,0.777894023,0.632211096,0.85967567,-0.067910204,0.906084036,-0.083613031,0.091835745,0.758015119,-0.187883037,-0.004550025,0.800976154,-0.262881237,-0.008516895,0.806689042,-0.261367297,0.049801314,0.784853273,-0.818968408,0.997396414,0.990809983,0.994281918
0.28813759,0.778832818,0.632404786,0.86020042,-0.087472112,0.894898105,-0.118956248,0.041668834,0.765138932,-0.19616033,-0.039610517,0.792323799,-0.261934737,-0.043122603,0.797472502,-0.257442206,0.030741427,0.760959982,-0.800337305,0.998507336,0.990619651,0.994789028
0.229511321,0.781060257,0.634357837,0.860189411,-0.193244124,0.73590301,-0.18746946,0.043196212,0.780416573,-0.214295308,0.016657548,0.78542214,-0.228554922,0.025864663,0.779432257,-0.220418575,0.119712393,0.727767073,-0.497704914,0.99976818,0.989035011,0.995560419
0.279818107,0.777780081,0.632638416,0.859350745,-0.115836597,0.868990687,-0.129934119,0.055040103,0.768833945,-0.196441087,0.011920257,0.798308233,-0.25538012,0.026433535,0.790132421,-0.23577801,0.08296301,0.758482279,-0.714475906,0.999883777,0.988336271,0.995869268
0.253061801,0.779325954,0.63094706,0.860220351,-0.078839049,0.884622103,-0.085727525,0.051467273,0.796120182,-0.186647636,-0.030702198,0.787380762,-0.263094703,-0.024576528,0.79554815,-0.249730391,0.009491126,0.755114245,-0.754390905,0.987116735,0.990015747,0.99759841
0.321255203,0.776943628,0.63369192,0.858723143,-0.200694323,0.822760546,-0.194400453,0.097510934,0.734193928,-0.250365977,0.078665712,0.736247483,-0.267800122,0.072172069,0.751609527,-0.224028265,0.111432453,0.710610356,-0.73228449,0.996112495,0.991071404,0.99675904
0.298225493,0.777298622,0.632175164,0.859036499,-0.131897928,0.869140846,-0.10746586,0.119757213,0.750721801,-0.19736864,0.029855004,0.781082373,-0.259180067,0.034573662,0.777973935,-0.239757083,0.079072453,0.74099085,-0.732414574,0.996915577,0.98942648,0.997416928
0.293426345,0.77862643,0.632299501,0.859414714,-0.16202508,0.842067203,-0.165837515,0.034832527,0.739468509,-0.226761184,0.011551144,0.768351919,-0.265864645,0.017348651,0.76691473,-0.238014313,0.081565705,0.718848903,-0.703872112,0.998768484,0.988565448,0.996746942
0.260177792,0.779061933,0.63209815,0.860289172,-0.083020621,0.883805535,-0.092762849,0.06984594,0.764131888,-0.194822589,-0.021155931,0.795927355,-0.267769321,-0.021192342,0.796411303,-0.262842732,0.039530144,0.768186672,-0.757401983,0.995032154,0.99005872,0.995312739
0.265833286,0.779535459,0.632040789,0.860010206,-0.085946737,0.887313838,-0.082559951,0.082269299,0.769488273,-0.188894272,-0.013282478,0.803120041,-0.274795119,-0.002367373,0.799152685,-0.26761288,0.074262766,0.767624446,-0.754383212,0.994915796,0.989302593,0.99406488
0.272980145,0.778060224,0.633860553,0.858185842,-0.098421524,0.88340421,-0.09964432,0.11166384,0.778722294,-0.22883158,0.043225072,0.806572732,-0.317351828,0.05773742,0.808885928,-0.284398513,0.118111095,0.793654794,-0.724312528,0.997169197,0.986728911,0.992473193
0.300740372,0.778424523,0.633490948,0.858724575,-0.204642125,0.790870492,-0.202474322,0.053301431,0.7526944,-0.252846157,0.057026672,0.743859456,-0.273080515,0.064706367,0.747411562,-0.233238859,0.112598537,0.702941671,-0.658504611,0.998703003,0.991130201,0.997680186
0.277055275,0.77980407,0.634122544,0.859163784,-0.22105043,0.780155438,-0.198254967,0.058880083,0.743039916,-0.236183461,0.038714732,0.786683729,-0.258107351,0.048451083,0.788975712,-0.239629917,0.126454765,0.739634996,-0.60538514,0.997600351,0.988339417,0.996543404
0.288209909,0.77865074,0.632037475,0.859802157,-0.177912334,0.821285556,-0.151388509,0.016481323,0.762139973,-0.183199841,-0.033059053,0.775433776,-0.221871895,-0.024118884,0.773682122,-0.215575164,0.037835579,0.7328627,-0.674524585,0.998477266,0.990037517,0.996380444
0.289395294,0.777827095,0.632750894,0.859930899,-0.07667811,0.895655036,-0.103464963,0.097332435,0.753008815,-0.198194858,0.001652924,0.79538657,-0.267377887,0.000952232,0.800824871,-0.259744971,0.064697643,0.779662844,-0.793036668,0.998189209,0.990520324,0.993656736
0.23772001,0.78038781,0.631989678,0.860537878,-0.158448664,0.773954759,-0.151752606,-0.007780371,0.781919274,-0.195733002,-0.035601631,0.76447015,-0.238693855,-0.031020264,0.753166667,-0.230801765,0.037631322,0.677789203,-0.588364477,0.997035927,0.992268228,0.999459562
0.277018661,0.779684009,0.632736682,0.857935535,-0.056457364,0.85122876,-0.105566504,0.027171674,0.799250586,-0.204575923,-0.008260701,0.819753255,-0.298506914,-0.003246216,0.818516794,-0.279545071,0.041247257,0.786719441,-0.755570679,0.999922585,0.99186958,0.99574676
0.303492854,0.780966005,0.636808676,0.858927912,-0.161709785,0.452571201,-0.195811331,0.04987081,0.665245782,-0.178797044,-0.057253077,0.71186992,-0.238932069,-0.007062976,0.649925873,-0.213459161,0.138234243,0.60153702,-0.536262392,0.988601481,0.990720879,0.990410126
0.186970665,0.77830772,0.632921201,0.861629815,-0.218484499,0.658837407,-0.289644023,0.015202331,0.801681103,-0.222103393,-0.008423216,0.783521154,-0.214630289,0.0338813,0.75894696,-0.188349107,0.085358044,0.723957433,-0.450831743,0.993097446,0.988623017,0.996794549
0.253716593,0.778834216,0.63343978,0.860562424,-0.155157848,0.833484814,-0.164782646,0.069985982,0.781560775,-0.236876964,-0.002007468,0.77636255,-0.290312977,0.017004536,0.789886974,-0.248795088,0.034547884,0.734968062,-0.686992122,0.992163717,0.990586848,0.999114367
0.253216725,0.780086723,0.632613096,0.859345072,-0.226039178,0.687959678,-0.218324784,0.035766995,0.792189977,-0.226247698,0.022102159,0.800490519,-0.249502859,0.051038432,0.797472187,-0.196225565,0.132875343,0.718573869,-0.485440698,0.99726315,0.986696657,0.99416834
0.300038922,0.777699179,0.633448973,0.858121699,-0.189179518,0.821998483,-0.166643086,0.107516242,0.732061433,-0.231201893,0.079427664,0.76820597,-0.273062659,0.086328486,0.770603216,-0.238841218,0.138405682,0.73162267,-0.680950093,0.998594874,0.989951364,0.996468363
0.23556166,0.779323713,0.633974351,0.860789194,-0.076719205,0.872868155,-0.117223294,-0.00633543,0.779852416,-0.187383581,-0.033231588,0.757087324,-0.268927381,-0.017525265,0.767418167,-0.275863401,0.018823682,0.75677161,-0.766319249,0.994900545,0.99349894,0.995271411
0.23701536,0.777557916,0.628382371,0.862046085,-0.184775124,0.798330168,-0.277879615,-0.011517219,0.741652323,-0.188687105,-0.082032933,0.754143728,-0.226792357,-0.0053837,0.665218724,-0.225640315,0.115827841,0.60272914,-0.658848634,0.980535169,0.994723008,0.994845887
0.303469918,0.778021856,0.633017689,0.858482444,-0.17640224,0.83934313,-0.175258406,0.081775385,0.717495785,-0.242901084,0.052648799,0.774745599,-0.2822984,0.058217898,0.777029795,-0.254141049,0.109119029,0.74598816,-0.691889564,0.998038485,0.989699157,0.996790955
0.301396846,0.780347988,0.62984841,0.860955696,-0.05883832,0.856429349,0.006191942,0.054436909,0.779260675,-0.132643533,-0.051523391,0.837677406,-0.208745123,-0.044102514,0.82846415,-0.198288532,-0.084527658,0.795109606,-0.81392457,0.992191705,0.988581207,0.998313069
0.304940013,0.777566201,0.633381645,0.858740613,-0.057665779,0.901219826,-0.080800262,0.076992734,0.762775035,-0.190041139,0.013908077,0.78909447,-0.267426946,0.009582373,0.797984729,-0.247699854,0.055337183,0.777172685,-0.830365153,0.998820699,0.989738824,0.993793033
0.311954941,0.77795933,0.63043067,0.859386248,-0.073930718,0.842002669,-0.025144441,0.085175003,0.716255992,-0.182233081,-0.011921291,0.819050777,-0.24702994,-0.032628812,0.811224905,-0.215603259,-0.050948074,0.767205436,-0.781849285,0.997835774,0.989392828,0.998439153
0.335700924,0.778403445,0.631082284,0.858563112,-0.100588609,0.895348779,-0.149354543,0.007582628,0.798516025,-0.215447233,-0.02344025,0.779488256,-0.263069421,-0.024450922,0.787851051,-0.251964692,0.030722487,0.771799959,-0.836781264,0.99789934,0.992280144,0.993640876
0.28572623,0.780172213,0.63101445,0.860105347,-0.035598938,0.910348574,-0.132964735,-0.017962959,0.772650283,-0.241760323,-0.046123977,0.728463058,-0.313741995,-0.030127309,0.774441917,-0.281573701,0.0029143,0.742735735,-0.885250335,0.981053012,0.989735137,0.996558853
0.277860214,0.780912944,0.631470222,0.85975441,-0.153757709,0.785350377,-0.153299505,0.010259871,0.792518555,-0.178651503,-0.017739334,0.777872233,-0.216834503,-0.010314525,0.77139504,-0.219809873,0.077171233,0.725839325,-0.69043917,0.998144685,0.991700599,0.995105387
0.298946979,0.778639841,0.631427995,0.859167001,-0.091037845,0.88663301,-0.143649989,0.05598187,0.769359719,-0.231458106,-0.018613813,0.7883522,-0.288893892,-0.026635423,0.793471293,-0.270064076,0.023448728,0.775433499,-0.80825274,0.996693524,0.991264502,0.994469344
0.281086513,0.780646209,0.630444368,0.860280638,-0.180779608,0.762119891,-0.187740527,-0.011723929,0.801794735,-0.195498694,-0.044793658,0.742836354,-0.226330475,-0.030981329,0.735863601,-0.225245116,0.055243993,0.671690148,-0.688426736,0.988323192,0.99374888,0.997074783
